Date,Hour,Ontario Demand,Northwest,Northeast,Ottawa,East,Toronto,Essa,Bruce,Southwest,Niagara,West,Zone Total,Diff,SourceYear
2022-10-08,11,14422,481,1259,889,713,5276,985,87,2881,451,1384,14405,-17,2022
2022-10-08,12,14199,465,1249,897,666,5325,994,86,2852,445,1300,14279,80,2022
2022-10-08,13,13788,469,1223,875,705,5293,958,84,2767,433,1258,14065,276,2022
2022-10-08,14,13823,468,1203,842,707,5246,949,83,2761,437,1225,13921,98,2022
2022-10-08,15,13755,460,1212,841,734,5148,971,84,2688,442,1225,13806,51,2022
2022-10-08,16,14010,459,1230,887,820,5145,1021,84,2680,443,1287,14056,47,2022
2022-10-08,17,14368,458,1233,937,911,5213,1079,85,2756,447,1394,14513,145,2022
2022-10-08,18,14720,461,1217,969,948,5277,1109,84,2839,456,1470,14829,110,2022
2022-10-08,19,15123,494,1237,950,923,5371,1119,81,2883,465,1504,15026,-96,2022
2022-10-08,20,14573,497,1219,887,884,5274,1075,79,2808,453,1491,14669,95,2022
2022-10-08,21,14042,493,1178,883,839,5112,1020,76,2712,450,1449,14212,169,2022
2022-10-08,22,13413,495,1155,808,779,4865,939,74,2599,436,1383,13533,120,2022
2022-10-08,23,12856,506,1138,771,721,4598,857,72,2435,416,1330,12843,-13,2022
2022-10-08,24,12330,501,1117,739,685,4364,789,72,2357,373,1296,12293,-38,2022
2022-10-09,1,11901,493,1113,705,647,4180,750,72,2299,370,1242,11871,-30,2022
2022-10-09,2,11553,495,1139,690,623,4053,723,72,2232,399,1229,11654,101,2022
2022-10-09,3,11454,494,1133,677,620,3975,702,70,2233,403,1244,11551,97,2022
2022-10-09,4,11440,491,1117,673,633,3952,704,73,2222,410,1258,11532,92,2022
2022-10-09,5,11708,491,1095,687,656,3990,723,82,2258,424,1292,11698,-10,2022
2022-10-09,6,12028,489,1101,718,690,4060,770,89,2300,402,1353,11971,-58,2022
2022-10-09,7,12756,491,1147,752,738,4202,846,98,2452,406,1439,12571,-185,2022
2022-10-09,8,13696,508,1185,818,809,4477,924,104,2589,423,1511,13350,-346,2022
2022-10-09,9,14089,512,1174,866,836,4679,943,104,2651,439,1485,13688,-401,2022
2022-10-09,10,13836,503,1177,855,786,4841,910,104,2676,450,1327,13630,-206,2022
2022-10-09,11,13559,495,1145,828,676,4979,875,106,2707,441,1218,13472,-88,2022
2022-10-09,12,13498,488,1093,814,614,5066,880,104,2724,438,1178,13400,-97,2022
2022-10-09,13,13099,486,1076,840,600,5124,883,102,2695,449,1153,13408,309,2022
2022-10-09,14,13154,476,1086,823,576,5160,903,100,2684,458,1162,13427,273,2022
2022-10-09,15,13525,490,1049,821,609,5166,949,98,2687,465,1234,13568,42,2022
2022-10-09,16,13989,494,1103,829,691,5153,992,101,2826,459,1354,14000,11,2022
2022-10-09,17,14506,504,1162,860,846,5120,1026,105,2838,446,1472,14380,-126,2022
2022-10-09,18,14518,510,1171,872,938,5132,1042,103,2828,438,1516,14550,32,2022
2022-10-09,19,14595,532,1196,880,966,5180,1057,100,2840,449,1496,14695,100,2022
2022-10-09,20,14254,541,1203,863,939,5059,1024,98,2814,436,1472,14449,195,2022
2022-10-09,21,13900,541,1188,836,896,4898,984,99,2709,428,1434,14011,112,2022
2022-10-09,22,13523,526,1174,795,843,4723,922,98,2619,406,1380,13488,-36,2022
2022-10-09,23,12917,510,1128,746,795,4474,849,96,2478,392,1348,12815,-102,2022
2022-10-09,24,12286,502,1100,706,761,4212,792,95,2420,373,1320,12280,-5,2022
2022-10-10,1,11787,501,1091,678,738,4031,760,94,2328,386,1273,11879,93,2022
2022-10-10,2,11571,500,1083,663,736,3913,742,93,2311,382,1287,11709,138,2022
2022-10-10,3,11394,497,1072,654,732,3846,734,92,2276,415,1307,11625,231,2022
2022-10-10,4,11393,493,1050,658,737,3808,741,94,2274,392,1323,11569,176,2022
2022-10-10,5,11624,494,1051,684,742,3861,765,95,2308,382,1356,11737,114,2022
2022-10-10,6,12250,501,1060,726,788,4012,801,95,2365,378,1427,12154,-97,2022
2022-10-10,7,12738,515,1093,750,823,4149,863,100,2459,401,1505,12658,-80,2022
2022-10-10,8,13041,524,1092,761,774,4310,891,104,2502,419,1513,12892,-149,2022
2022-10-10,9,13080,525,1065,764,692,4519,868,105,2592,438,1478,13047,-33,2022
2022-10-10,10,12715,513,1060,751,537,4694,840,107,2608,444,1347,12902,187,2022
2022-10-10,11,12621,498,1036,755,444,4829,818,106,2647,473,1273,12877,256,2022
2022-10-10,12,12841,467,1033,772,424,4907,817,104,2654,451,1251,12880,40,2022
2022-10-10,13,12616,458,1003,763,421,4895,780,103,2568,439,1261,12690,74,2022
2022-10-10,14,12525,448,1030,756,426,4840,738,103,2589,436,1265,12629,105,2022
2022-10-10,15,12534,460,1070,774,477,4837,732,103,2602,465,1269,12790,256,2022
2022-10-10,16,13124,475,1077,825,626,4909,802,105,2706,482,1343,13350,226,2022
2022-10-10,17,13922,481,1094,889,836,5023,928,109,2768,461,1500,14089,168,2022
2022-10-10,18,14755,504,1179,919,964,5105,1021,108,2862,449,1603,14713,-42,2022
2022-10-10,19,15166,528,1225,928,990,5271,1065,107,2893,455,1604,15068,-99,2022
2022-10-10,20,14664,535,1236,909,970,5210,1035,107,2836,445,1569,14851,187,2022
2022-10-10,21,14034,532,1221,860,911,5033,979,105,2727,430,1504,14303,269,2022
2022-10-10,22,13292,521,1200,803,844,4777,884,102,2603,407,1376,13517,225,2022
2022-10-10,23,12412,505,1142,739,773,4491,800,97,2488,373,1299,12707,295,2022
2022-10-10,24,11935,495,1123,693,742,4253,750,91,2388,412,1269,12215,281,2022
2022-10-11,1,11624,492,1105,664,669,4092,725,90,2337,404,1195,11774,150,2022
2022-10-11,2,11421,495,1109,659,629,3994,715,87,2371,393,1205,11657,236,2022
2022-10-11,3,11434,495,1115,663,649,3961,710,84,2331,415,1217,11639,205,2022
2022-10-11,4,11527,492,1117,683,675,3995,713,85,2290,427,1250,11725,198,2022
2022-10-11,5,12215,490,1116,720,730,4202,772,85,2429,436,1325,12304,89,2022
2022-10-11,6,13682,478,1169,821,841,4690,888,91,2725,457,1457,13616,-66,2022
2022-10-11,7,15040,456,1247,905,915,5238,1012,97,2973,455,1617,14914,-126,2022
2022-10-11,8,15406,474,1239,903,817,5457,984,97,3046,464,1629,15111,-295,2022
2022-10-11,9,14986,468,1200,863,631,5539,888,100,3010,461,1579,14737,-249,2022
2022-10-11,10,14395,448,1168,829,525,5611,806,98,3013,451,1416,14366,-30,2022
2022-10-11,11,14079,427,1126,814,450,5676,750,93,3011,451,1299,14098,19,2022
2022-10-11,12,13990,425,1105,817,431,5727,722,91,3010,457,1268,14051,62,2022
2022-10-11,13,14067,428,1108,809,419,5778,699,81,3058,450,1266,14096,30,2022
2022-10-11,14,14022,464,1104,810,429,5780,690,90,3035,447,1269,14119,97,2022
2022-10-11,15,14318,444,1130,830,507,5830,725,93,3056,462,1334,14411,93,2022
2022-10-11,16,14768,410,1144,879,658,5850,820,94,3136,471,1468,14929,161,2022
2022-10-11,17,15454,429,1154,946,856,5866,943,94,3133,488,1629,15540,86,2022
2022-10-11,18,15966,487,1212,962,962,5863,1037,89,3162,491,1665,15929,-37,2022
2022-10-11,19,16011,535,1257,969,992,5939,1072,81,3201,493,1651,16189,178,2022
2022-10-11,20,15427,544,1234,930,905,5804,1025,77,3092,474,1597,15683,257,2022
2022-10-11,21,14776,530,1230,873,809,5550,952,75,2979,445,1531,14974,197,2022
2022-10-11,22,13859,531,1164,803,773,5194,866,71,2825,412,1435,14074,214,2022
2022-10-11,23,13099,510,1149,729,687,4759,779,69,2658,384,1334,13058,-41,2022
2022-10-11,24,12363,488,1119,695,655,4442,718,64,2485,363,1291,12319,-44,2022
2022-10-12,1,12114,482,1116,678,623,4259,682,64,2442,351,1244,11939,-174,2022
2022-10-12,2,11894,481,1098,666,622,4158,662,67,2431,349,1228,11761,-133,2022
2022-10-12,3,11757,480,1075,667,617,4117,658,69,2421,360,1241,11704,-53,2022
2022-10-12,4,11937,482,1097,681,619,4096,664,70,2454,365,1266,11793,-143,2022
2022-10-12,5,12260,477,1076,709,667,4309,707,68,2567,387,1330,12298,37,2022
2022-10-12,6,13310,481,1127,791,779,4708,810,72,2733,430,1470,13401,91,2022
2022-10-12,7,14417,475,1139,876,835,5247,924,76,2932,453,1632,14590,173,2022
2022-10-12,8,14852,500,1109,910,820,5450,969,86,3025,476,1689,15033,181,2022
2022-10-12,9,14930,486,1101,899,744,5560,962,88,3024,481,1699,15043,114,2022
2022-10-12,10,14935,472,1122,911,644,5680,945,84,3051,477,1690,15077,142,2022
2022-10-12,11,15126,473,1113,913,614,5792,923,83,3074,486,1676,15148,22,2022
2022-10-12,12,15111,474,1109,921,594,5830,920,86,3051,481,1651,15118,7,2022
2022-10-12,13,15033,493,1093,922,608,5816,916,87,3109,475,1594,15113,80,2022
2022-10-12,14,14834,497,1093,904,682,5819,904,83,3050,483,1575,15089,255,2022
2022-10-12,15,15064,460,1162,918,776,5761,913,82,3099,478,1604,15253,189,2022
2022-10-12,16,15447,449,1194,957,850,5836,960,80,3111,484,1633,15553,106,2022
2022-10-12,17,15853,512,1214,1001,937,5883,1013,83,3183,483,1656,15963,110,2022
2022-10-12,18,15985,503,1206,1004,993,5842,1040,80,3253,483,1638,16042,57,2022
2022-10-12,19,16289,566,1185,997,993,5890,1061,78,3333,487,1606,16196,-94,2022
2022-10-12,20,15756,574,1202,956,950,5753,1025,78,3252,478,1557,15825,69,2022
2022-10-12,21,15082,565,1177,902,907,5502,957,127,3098,459,1515,15210,128,2022
2022-10-12,22,14434,558,1130,831,835,5137,874,140,2878,428,1457,14269,-165,2022
2022-10-12,23,13672,545,1086,757,756,4767,792,139,2699,399,1371,13311,-361,2022
2022-10-12,24,12777,533,1076,700,712,4469,743,138,2572,381,1299,12622,-155,2022
2022-10-13,1,12291,523,1097,664,695,4328,721,135,2523,368,1268,12321,30,2022
2022-10-13,2,12137,516,1097,645,690,4205,707,134,2513,360,1274,12140,3,2022
2022-10-13,3,12252,502,1088,641,684,4162,696,139,2511,363,1303,12089,-163,2022
2022-10-13,4,12098,506,1052,654,699,4126,704,142,2496,373,1319,12072,-26,2022
2022-10-13,5,12475,502,1028,695,757,4319,738,145,2584,395,1391,12553,78,2022
2022-10-13,6,13586,475,1098,795,838,4790,831,146,2764,412,1544,13693,107,2022
2022-10-13,7,14842,503,1159,884,910,5317,945,150,3065,463,1687,15084,242,2022
2022-10-13,8,15697,530,1166,926,943,5585,999,151,3176,490,1698,15664,-32,2022
2022-10-13,9,15612,525,1142,948,924,5714,1002,147,3167,508,1720,15795,183,2022
2022-10-13,10,15873,509,1169,960,942,5862,990,149,3237,517,1677,16012,140,2022
2022-10-13,11,16016,460,1203,977,943,5951,980,149,3195,524,1553,15935,-81,2022
2022-10-13,12,15446,499,1207,992,899,5952,978,147,3116,504,1338,15634,187,2022
2022-10-13,13,15107,482,1181,989,842,5870,904,142,3105,487,1335,15337,229,2022
2022-10-13,14,14789,483,1165,967,834,5816,832,143,3089,476,1342,15146,357,2022
2022-10-13,15,14882,441,1184,959,861,5779,879,150,3068,469,1403,15194,312,2022
2022-10-13,16,15322,474,1210,987,936,5799,900,150,3125,459,1513,15553,231,2022
2022-10-13,17,15537,485,1181,1025,988,5845,979,146,3169,470,1535,15822,285,2022
2022-10-13,18,15885,509,1180,1018,979,5834,1025,142,3168,480,1623,15958,73,2022
2022-10-13,19,16277,553,1212,999,980,5940,1068,144,3264,485,1607,16252,-25,2022
2022-10-13,20,16056,556,1209,960,950,5776,1047,147,3226,488,1576,15934,-122,2022
2022-10-13,21,15272,551,1164,906,891,5545,981,145,3090,461,1517,15251,-21,2022
2022-10-13,22,14198,540,1125,833,830,5208,896,146,2882,423,1402,14285,87,2022
2022-10-13,23,13238,525,1078,763,781,4841,810,145,2710,392,1313,13356,118,2022
2022-10-13,24,12528,508,1063,712,733,4548,754,135,2577,394,1262,12686,158,2022
2022-10-14,1,12314,512,1073,675,696,4378,725,132,2518,379,1245,12333,19,2022
2022-10-14,2,12014,511,1077,655,669,4232,697,132,2465,362,1260,12061,47,2022
2022-10-14,3,11966,507,1064,649,687,4181,692,132,2437,381,1280,12008,42,2022
2022-10-14,4,12033,508,1027,658,701,4194,706,133,2414,410,1298,12049,16,2022
2022-10-14,5,12521,508,1029,704,736,4370,751,134,2506,420,1370,12529,8,2022
2022-10-14,6,13648,510,1100,803,823,4844,868,138,2736,450,1508,13779,131,2022
2022-10-14,7,14844,493,1171,887,896,5365,981,140,2945,471,1661,15010,165,2022
2022-10-14,8,15168,524,1204,884,797,5581,998,148,3077,477,1707,15397,229,2022
2022-10-14,9,15254,516,1209,854,667,5751,1000,125,3095,472,1697,15387,132,2022
2022-10-14,10,15163,519,1202,841,583,5874,1003,107,3081,465,1511,15184,21,2022
2022-10-14,11,14778,497,1172,836,506,5925,973,101,2968,473,1318,14771,-7,2022
2022-10-14,12,14525,508,1156,843,459,5826,851,99,2902,480,1253,14375,-150,2022
2022-10-14,13,13906,473,1147,842,456,5770,738,97,2883,464,1231,14101,194,2022
2022-10-14,14,13598,445,1146,846,450,5669,720,98,2838,456,1206,13874,276,2022
2022-10-14,15,13591,449,1117,867,493,5588,721,97,2835,443,1237,13847,256,2022
2022-10-14,16,14042,445,1150,883,549,5577,804,106,2879,457,1307,14157,114,2022
2022-10-14,17,14476,447,1131,913,738,5525,927,107,2934,467,1406,14596,119,2022
2022-10-14,18,15017,460,1179,930,857,5600,1025,109,2988,469,1514,15129,113,2022
2022-10-14,19,15443,527,1195,932,922,5706,1068,103,2990,468,1528,15439,-5,2022
2022-10-14,20,14976,542,1191,901,907,5570,1030,99,2893,455,1502,15090,114,2022
2022-10-14,21,14454,546,1191,856,909,5455,992,94,2842,441,1449,14775,320,2022
2022-10-14,22,13807,538,1163,807,865,5163,914,95,2758,412,1322,14037,230,2022
2022-10-14,23,12943,528,1135,753,785,4800,834,93,2564,414,1223,13129,187,2022
2022-10-14,24,12217,516,1085,701,700,4498,764,87,2411,399,1143,12304,88,2022
2022-10-15,1,11585,515,1017,671,648,4283,722,81,2337,383,1114,11772,187,2022
2022-10-15,2,11622,529,1054,665,637,4138,691,80,2306,375,1138,11612,-11,2022
2022-10-15,3,11437,527,1045,663,625,4052,673,82,2257,378,1154,11455,18,2022
2022-10-15,4,11416,525,1039,664,628,4034,670,85,2253,372,1164,11434,18,2022
2022-10-15,5,11501,518,1036,679,651,4065,687,83,2275,381,1213,11587,86,2022
2022-10-15,6,12201,519,1117,713,700,4196,732,89,2395,398,1297,12157,-44,2022
2022-10-15,7,12954,526,1146,751,739,4398,805,95,2547,403,1404,12815,-139,2022
2022-10-15,8,13566,533,1190,779,718,4653,885,98,2734,419,1460,13469,-97,2022
2022-10-15,9,13923,535,1200,798,656,4952,923,100,2781,447,1443,13837,-86,2022
2022-10-15,10,13923,556,1217,786,627,5243,951,101,2802,465,1299,14046,124,2022
2022-10-15,11,13904,587,1245,776,646,5280,954,102,2729,467,1176,13960,57,2022
2022-10-15,12,13696,583,1220,803,707,5260,852,101,2740,452,1157,13874,178,2022
2022-10-15,13,13678,563,1187,851,744,5143,817,100,2710,441,1203,13760,81,2022
2022-10-15,14,13645,556,1207,871,642,5059,839,96,2703,443,1347,13761,116,2022
2022-10-15,15,13688,548,1200,876,635,5017,825,96,2710,427,1357,13691,3,2022
2022-10-15,16,13883,561,1218,888,687,5064,905,100,2772,474,1308,13977,94,2022
2022-10-15,17,14600,569,1214,928,822,5154,1009,100,2865,500,1395,14556,-43,2022
2022-10-15,18,14970,563,1212,952,896,5303,1061,99,2906,498,1484,14975,4,2022
2022-10-15,19,15082,573,1242,935,895,5393,1061,97,2940,467,1471,15074,-8,2022
2022-10-15,20,14629,572,1234,892,850,5275,1024,95,2851,453,1433,14680,51,2022
2022-10-15,21,14095,561,1205,855,812,5088,973,93,2736,435,1384,14142,47,2022
2022-10-15,22,13502,549,1193,810,762,4854,898,88,2641,420,1308,13523,21,2022
2022-10-15,23,12793,529,1166,753,717,4592,823,88,2433,404,1247,12750,-43,2022
2022-10-15,24,12062,522,1146,710,680,4328,771,86,2343,381,1193,12159,97,2022
2022-10-16,1,11723,510,1125,685,633,4134,741,87,2293,388,1202,11798,74,2022
2022-10-16,2,11670,512,1126,669,624,4005,713,92,2247,373,1219,11579,-91,2022
2022-10-16,3,11685,509,1110,664,635,3925,705,96,2277,373,1229,11522,-163,2022
2022-10-16,4,11526,508,1090,661,629,3879,703,101,2240,370,1242,11423,-103,2022
2022-10-16,5,11650,504,1083,677,636,3915,715,101,2289,371,1282,11573,-77,2022
2022-10-16,6,11979,503,1086,708,679,4029,744,100,2347,384,1350,11931,-48,2022
2022-10-16,7,12540,518,1162,748,745,4195,804,102,2424,400,1446,12543,3,2022
2022-10-16,8,13154,539,1240,767,706,4402,870,112,2580,419,1494,13129,-25,2022
2022-10-16,9,13694,526,1227,780,742,4668,930,110,2664,436,1502,13586,-109,2022
2022-10-16,10,13662,568,1223,797,725,4826,922,111,2682,445,1311,13610,-51,2022
2022-10-16,11,13296,571,1222,814,641,4901,912,110,2653,439,1187,13450,154,2022
2022-10-16,12,13377,570,1263,826,570,4935,867,113,2641,447,1179,13413,36,2022
2022-10-16,13,13262,559,1237,844,589,4960,874,115,2644,433,1205,13461,199,2022
2022-10-16,14,13510,568,1221,864,608,4977,924,116,2684,431,1254,13647,138,2022
2022-10-16,15,13837,573,1218,875,675,5003,910,118,2732,438,1332,13874,37,2022
2022-10-16,16,14604,573,1246,906,815,5134,933,120,2882,458,1533,14600,-4,2022
2022-10-16,17,15215,590,1234,958,954,5272,1030,121,2908,481,1621,15169,-46,2022
2022-10-16,18,15255,595,1211,982,991,5417,1078,121,2972,487,1628,15482,227,2022
2022-10-16,19,15329,588,1225,963,1001,5450,1085,118,2984,483,1585,15482,153,2022
2022-10-16,20,14988,585,1271,922,955,5323,1042,116,2909,466,1544,15133,146,2022
2022-10-16,21,14374,573,1251,878,902,5106,976,114,2779,446,1478,14503,129,2022
2022-10-16,22,13561,556,1237,814,825,4835,885,113,2692,424,1394,13775,214,2022
2022-10-16,23,12799,538,1203,746,760,4536,802,109,2541,408,1338,12982,183,2022
2022-10-16,24,12026,522,1173,690,708,4270,743,104,2409,383,1276,12279,252,2022
2022-10-17,1,11750,511,1150,667,686,4098,715,104,2311,394,1257,11893,143,2022
2022-10-17,2,11553,505,1149,653,671,4002,701,101,2320,385,1258,11746,193,2022
2022-10-17,3,11547,509,1138,642,688,3969,698,99,2333,384,1286,11747,200,2022
2022-10-17,4,11710,509,1136,658,696,4014,713,102,2347,405,1317,11897,187,2022
2022-10-17,5,12274,507,1126,707,764,4231,763,106,2481,423,1379,12486,212,2022
2022-10-17,6,13521,519,1179,813,835,4696,867,109,2737,423,1513,13692,171,2022
2022-10-17,7,15120,517,1250,924,946,5293,981,118,3010,464,1691,15195,75,2022
2022-10-17,8,15643,545,1230,972,972,5531,1011,122,3115,477,1734,15709,66,2022
2022-10-17,9,15791,566,1216,994,982,5660,972,121,3174,487,1703,15876,84,2022
2022-10-17,10,15610,553,1192,1000,965,5731,901,118,3149,488,1580,15676,66,2022
2022-10-17,11,15525,539,1176,986,944,5782,885,115,3242,493,1576,15739,214,2022
2022-10-17,12,15642,524,1171,989,911,5829,917,111,3226,500,1528,15707,66,2022
2022-10-17,13,15493,524,1165,1019,900,5800,899,109,3214,503,1477,15609,117,2022
2022-10-17,14,15369,521,1155,1025,898,5782,883,108,3188,490,1569,15619,249,2022
2022-10-17,15,15526,516,1220,1026,929,5778,880,112,3172,485,1597,15714,188,2022
2022-10-17,16,15959,526,1279,1049,967,5844,960,117,3248,504,1660,16155,196,2022
2022-10-17,17,16516,538,1295,1093,1033,5898,1056,121,3246,513,1680,16473,-44,2022
2022-10-17,18,16569,547,1257,1060,1052,5969,1102,123,3286,514,1679,16588,19,2022
2022-10-17,19,16655,591,1202,1033,1053,6043,1127,122,3331,503,1620,16625,-31,2022
2022-10-17,20,16109,603,1223,994,1023,5907,1088,119,3267,496,1558,16275,166,2022
2022-10-17,21,15510,590,1238,929,943,5652,1022,116,3154,469,1519,15633,123,2022
2022-10-17,22,14669,572,1200,860,868,5288,930,114,2997,439,1437,14704,35,2022
2022-10-17,23,13630,550,1202,789,793,4892,844,99,2785,418,1353,13725,95,2022
2022-10-17,24,13091,533,1171,740,755,4587,791,90,2637,414,1294,13012,-79,2022
2022-10-18,1,12537,525,1174,703,739,4378,762,92,2563,403,1283,12622,85,2022
2022-10-18,2,12258,514,1157,706,746,4260,742,87,2533,397,1291,12433,175,2022
2022-10-18,3,12124,489,1140,703,730,4214,736,89,2507,402,1333,12343,219,2022
2022-10-18,4,12279,491,1153,696,760,4253,753,92,2502,405,1369,12475,197,2022
2022-10-18,5,12897,485,1160,750,807,4460,799,95,2641,434,1427,13057,161,2022
2022-10-18,6,14090,473,1217,869,905,4929,894,97,2813,467,1568,14231,141,2022
2022-10-18,7,15581,482,1252,929,967,5479,1004,102,3132,468,1748,15563,-18,2022
2022-10-18,8,15884,497,1261,942,913,5661,1013,110,3222,486,1791,15895,11,2022
2022-10-18,9,15796,510,1266,907,791,5764,1002,117,3227,493,1783,15860,63,2022
2022-10-18,10,15818,484,1294,888,681,5853,979,123,3241,500,1799,15841,24,2022
2022-10-18,11,15637,469,1291,876,687,5902,937,128,3195,499,1769,15753,115,2022
2022-10-18,12,15620,439,1272,898,713,5870,928,127,3204,489,1753,15695,75,2022
2022-10-18,13,15414,419,1220,917,724,5871,910,160,3146,481,1759,15607,194,2022
2022-10-18,14,15427,419,1218,934,687,5834,914,160,3168,479,1744,15559,132,2022
2022-10-18,15,15508,410,1217,954,722,5851,934,161,3171,485,1751,15657,149,2022
2022-10-18,16,16232,415,1258,977,866,5913,1007,164,3236,493,1781,16109,-123,2022
2022-10-18,17,16567,431,1268,1001,996,5983,1093,166,3351,503,1754,16546,-22,2022
2022-10-18,18,16880,470,1280,1032,1027,6062,1139,163,3400,502,1735,16811,-70,2022
2022-10-18,19,17128,540,1302,1030,1025,6068,1158,160,3435,502,1681,16901,-227,2022
2022-10-18,20,16628,550,1315,990,974,5938,1124,160,3349,491,1648,16536,-92,2022
2022-10-18,21,16202,543,1363,933,935,5685,1059,158,3222,475,1615,15989,-212,2022
2022-10-18,22,15173,532,1313,882,861,5312,968,154,3023,439,1502,14986,-187,2022
2022-10-18,23,14078,512,1269,803,806,4917,875,152,2819,406,1416,13974,-104,2022
2022-10-18,24,13303,495,1250,762,760,4620,817,152,2679,384,1353,13272,-31,2022
2022-10-19,1,12849,474,1189,732,735,4416,786,154,2608,371,1349,12813,-37,2022
2022-10-19,2,12605,486,1195,710,717,4294,766,154,2514,376,1365,12577,-28,2022
2022-10-19,3,12529,485,1206,708,734,4242,755,154,2490,376,1388,12537,8,2022
2022-10-19,4,12739,486,1186,722,766,4281,770,153,2551,381,1410,12706,-33,2022
2022-10-19,5,13192,486,1152,782,819,4491,823,156,2662,410,1473,13253,61,2022
2022-10-19,6,14420,496,1185,882,904,4958,920,160,2885,463,1621,14475,55,2022
2022-10-19,7,15900,494,1209,962,969,5511,1036,165,3178,492,1776,15792,-108,2022
2022-10-19,8,16116,523,1236,971,912,5733,1051,170,3207,509,1818,16132,16,2022
2022-10-19,9,16018,516,1223,967,806,5844,1005,173,3193,505,1828,16062,45,2022
2022-10-19,10,15958,489,1242,956,724,5904,948,173,3170,503,1838,15947,-12,2022
2022-10-19,11,15701,473,1240,933,737,5915,947,167,3126,490,1817,15845,144,2022
2022-10-19,12,15727,472,1239,939,819,5903,946,157,3168,491,1769,15904,177,2022
2022-10-19,13,15791,476,1225,944,831,5917,953,146,3163,481,1791,15925,134,2022
2022-10-19,14,15602,469,1216,969,851,5876,944,147,3176,475,1779,15903,302,2022
2022-10-19,15,15717,460,1211,989,839,5878,948,150,3146,483,1820,15923,206,2022
2022-10-19,16,16193,460,1244,1024,892,5959,1021,153,3222,492,1857,16323,130,2022
2022-10-19,17,16998,478,1272,1067,1010,6072,1099,154,3359,506,1832,16851,-147,2022
2022-10-19,18,17294,487,1318,1058,1037,6136,1121,151,3360,509,1780,16957,-337,2022
2022-10-19,19,17063,506,1342,1041,1032,6119,1139,149,3362,499,1692,16881,-182,2022
2022-10-19,20,16431,509,1397,995,960,5990,1107,146,3344,493,1612,16552,121,2022
2022-10-19,21,15840,512,1372,949,909,5758,1032,132,3280,481,1561,15986,146,2022
2022-10-19,22,14920,535,1343,862,854,5382,952,90,3025,460,1488,14989,70,2022
2022-10-19,23,14006,518,1311,787,750,4997,860,87,2785,404,1418,13917,-89,2022
2022-10-19,24,13480,502,1310,732,695,4686,804,86,2683,383,1366,13249,-232,2022
2022-10-20,1,13076,499,1284,702,664,4488,788,85,2556,373,1368,12807,-269,2022
2022-10-20,2,12748,502,1291,689,660,4366,763,84,2523,370,1371,12619,-129,2022
2022-10-20,3,12789,497,1276,687,661,4310,755,84,2557,373,1404,12604,-185,2022
2022-10-20,4,13017,499,1267,701,667,4334,772,86,2571,378,1423,12697,-320,2022
2022-10-20,5,13250,495,1204,751,719,4537,822,85,2622,390,1498,13124,-127,2022
2022-10-20,6,14550,500,1272,850,852,5010,919,87,2899,448,1654,14492,-58,2022
2022-10-20,7,15865,503,1343,937,895,5553,1030,92,3186,488,1806,15832,-32,2022
2022-10-20,8,16395,525,1351,958,902,5779,1040,99,3299,515,1845,16312,-82,2022
2022-10-20,9,16456,515,1332,958,855,5881,1027,102,3304,520,1858,16352,-104,2022
2022-10-20,10,16128,481,1339,936,761,5962,1009,104,3256,517,1855,16218,91,2022
2022-10-20,11,15987,486,1283,939,746,6000,957,101,3295,518,1841,16166,179,2022
2022-10-20,12,16112,476,1261,920,706,6018,953,101,3267,529,1854,16084,-28,2022
2022-10-20,13,16049,471,1268,913,710,6005,948,99,3276,528,1874,16091,42,2022
2022-10-20,14,16156,474,1253,932,787,5951,947,100,3273,524,1892,16134,-22,2022
2022-10-20,15,16156,473,1275,973,824,5932,958,105,3262,525,1867,16192,36,2022
2022-10-20,16,16374,473,1297,1009,905,5994,1029,110,3305,521,1819,16462,87,2022
2022-10-20,17,16756,492,1323,1073,972,6040,1108,112,3332,528,1776,16758,2,2022
2022-10-20,18,17127,496,1294,1075,992,6101,1151,112,3352,527,1816,16916,-211,2022
2022-10-20,19,17254,549,1300,1045,1002,6126,1165,113,3354,523,1782,16960,-293,2022
2022-10-20,20,17002,552,1317,1023,967,6010,1133,109,3373,512,1761,16758,-245,2022
2022-10-20,21,16237,544,1329,971,906,5784,1067,103,3174,495,1691,16065,-172,2022
2022-10-20,22,15259,533,1327,878,835,5407,976,99,3059,470,1569,15153,-106,2022
2022-10-20,23,14188,513,1257,816,777,5009,889,96,2895,436,1458,14147,-41,2022
2022-10-20,24,13336,500,1208,773,749,4710,826,95,2736,426,1368,13391,55,2022
2022-10-21,1,12903,474,1182,742,736,4506,792,89,2649,434,1351,12953,50,2022
2022-10-21,2,12442,417,1201,728,724,4379,761,85,2577,424,1352,12648,206,2022
2022-10-21,3,12241,400,1206,734,700,4323,751,85,2471,424,1363,12457,216,2022
2022-10-21,4,12442,385,1190,753,733,4352,760,86,2455,441,1391,12545,104,2022
2022-10-21,5,13014,375,1177,781,777,4535,811,88,2599,458,1476,13077,64,2022
2022-10-21,6,14197,385,1206,886,844,4971,913,90,2841,471,1631,14237,40,2022
2022-10-21,7,15369,412,1242,970,898,5473,1012,94,3085,485,1790,15461,92,2022
2022-10-21,8,15642,441,1258,973,791,5649,1019,94,3143,508,1789,15664,22,2022
2022-10-21,9,15089,436,1217,921,609,5678,961,91,3101,488,1680,15182,92,2022
